,0
s0003687013002032,"Athletes and their coach interpret the training situations differently and this can have important implications for the development of an elite athlete's performance. It is argued that, from a schema-theoretic perspective, the difference in these interpretations needs to be better understood. A post-performance, self-confrontation, interview was conducted with a number of athletes and their coaches. The interviews revealed differences between the athlete and their coach in the information they are aware of. In comparison with athletes, coaches more frequently compared the phenotype with genotype schemata rather than just describing the phenotype schemata. Results suggest SA information elements showed some common ground but also revealed some important differences between the athlete and coach. The awareness was directed externally towards the environment and internally, towards the individual, depending on his/her role. The investigation showed that the schemata used to ‘frame’ the information elements were different, but compatible, between athlete and coach."
s0003687013002068,"This study hypothesized that in a longitudinal setting deteriorating physical working conditions increases the perceived physical and mental strain among food processing employees. The study was conducted in 2003 and 2007. It examined 248 blue-collar workers, all of whom were in the same occupation throughout the entire follow-up period. The data were obtained through a structural questionnaire distributed to the employees at the workplace. Mental strain had increased (7%) significantly among younger employees during the follow-up. The changes in mental strain for the younger employees were positively associated with the changes in physical strain. The changes in physical strain were also significantly associated with the changes in physical working conditions among both younger and the older workers. The results of this study partly support the study hypothesis, namely that deteriorating physical working condition increases physical strain and also increases mental strain, especially among younger employees."
s0003687013002081,"The purpose of this study was to compare physical workload, electromyography (EMG) of the trapezius muscle, neck pain and mental well-being at work between night and day shifts in twenty Swiss nurses. Work pulse (average increase of heart rate over resting heart rate) was lower during night (27 bpm) compared to day shifts (34 bpm; p < 0.01). Relative arm acceleration also indicated less physical activity during night (82% of average) compared to day shifts (110%; p < 0.01). Rest periods were significantly longer during night shifts. Trapezius muscle rest time was longer during night (13% of shift duration) than day shifts (7%; p < 0.01) and the 50th percentile of EMG activity was smaller (p = 0.02), indicating more opportunities for muscle relaxation during night shifts. Neck pain and mental well-being at work were similar between shifts. Subjective perception of burden was similar between shifts despite less physical burden at night, suggesting there are other contributing factors."
s0003687013002159,"The maximum coefficient of friction that can be supported at the shoe and floor interface without a slip is usually called the available coefficient of friction (ACOF) for human locomotion. The probability of a slip could be estimated using a statistical model by comparing the ACOF with the required coefficient of friction (RCOF), assuming that both coefficients have stochastic distributions. An investigation of the stochastic distributions of the ACOF of five different floor surfaces under dry, water and glycerol conditions is presented in this paper. One hundred friction measurements were performed on each floor surface under each surface condition. The Kolmogorov–Smirnov goodness-of-fit test was used to determine if the distribution of the ACOF was a good fit with the normal, log-normal and Weibull distributions. The results indicated that the ACOF distributions had a slightly better match with the normal and log-normal distributions than with the Weibull in only three out of 15 cases with a statistical significance. The results are far more complex than what had heretofore been published and different scenarios could emerge. Since the ACOF is compared with the RCOF for the estimate of slip probability, the distribution of the ACOF in seven cases could be considered a constant for this purpose when the ACOF is much lower or higher than the RCOF. A few cases could be represented by a normal distribution for practical reasons based on their skewness and kurtosis values without a statistical significance. No representation could be found in three cases out of 15."
s0003687013002172,"This study explores the mechanisms linking the psychosocial characteristics of the workplace with employees' work-related musculoskeletal complaints. Poor safety climate perceptions represent a stressor that may elicit frustration, and subsequently, increase employees' reports of musculoskeletal discomforts. Results from an employee sample supported that when employees' perceived safety was considered a priority, they experienced less frustration and reported fewer work-related upper body musculoskeletal symptoms. Psychological hardiness, a personality trait that is indicative of individuals' resilience and success in managing stressful circumstances, moderated these relationships. Interestingly, employees with high hardiness were more affected by poor safety climate."
s0003687013002196,"The current work presents results from a cognitive task analysis (CTA) of a nuclear disaster simulation. Audio-visual records were collected from an emergency room team composed of individuals from 26 different agencies as they responded to multiple scenarios in a simulated nuclear disaster. This simulation was part of a national emergency response training activity for a nuclear power plant located in a developing country. The objectives of this paper are to describe sources of resilience and brittleness in these activities, identify cues of potential improvements for future emergency simulations, and leveraging the resilience of the emergency response system in case of a real disaster. Multiple CTA techniques were used to gain a better understanding of the cognitive dimensions of the activity and to identify team coordination and crisis management patterns that emerged from the simulation exercises."
s0003687013002214,"Traditional mobile phones depend on MultiTap, virtual or physical QWERTY keyboard for text entry, and they had some respective drawbacks include low input performance, occupying too large an area, high error rates, lack of feedbacks, etc. Therefore, some researches utilized the characteristics of the chording keyboard to improve input performance. Yet, as the learning efficiency of the chording keyboard is too low, users are not highly willing to learn. In view of that, this study combines the physical and virtual keys, and develops two chording input methods, MagArea and MemoryTap. After three days of learning, the fourteen experiment participants show effectively reduce error rates on MagArea, and they enhance their input speed on MemoryTap. In addition, excellent learning efficiency is found in the two methods, will be more motivated and willing to employ."
s0003687013002226,"A simple obstacle detection device, based upon an automobile parking sensor, was assessed as a mobility aid for the visually impaired. A questionnaire survey for mobility needs was performed at the start of this study. After the detector was developed, five blindfolded sighted and 15 visually impaired participants were invited to conduct travel experiments under three test conditions: (1) using a white cane only, (2) using the obstacle detector only and (3) using both devices. A post-experiment interview regarding the usefulness of the obstacle detector for the visually impaired participants was performed. The results showed that the obstacle detector could augment mobility performance with the white cane. The obstacle detection device should be used in conjunction with the white cane to achieve the best mobility speed and body protection."
s0003687013002238,"Nowadays, many automobile manufacturers are interested in applying the touch gestures that are used in smart phones to operate their in-vehicle information systems (IVISs). In this study, an experiment was performed to verify the applicability of touch gestures in the operation of IVISs from the viewpoints of both driving safety and usability. In the experiment, two devices were used: one was the Apple iPad, with which various touch gestures such as flicking, panning, and pinching were enabled; the other was the SK EnNavi, which only allowed tapping touch gestures. The participants performed the touch operations using the two devices under visually occluded situations, which is a well-known technique for estimating load of visual attention while driving.In scrolling through a list, the flicking gestures required more time than the tapping gestures. Interestingly, both the flicking and simple tapping gestures required slightly higher visual attention. In moving a map, the average time taken per operation and the visual attention load required for the panning gestures did not differ from those of the simple tapping gestures that are used in existing car navigation systems. In zooming in/out of a map, the average time taken per pinching gesture was similar to that of the tapping gesture but required higher visual attention. Moreover, pinching gestures at a display angle of 75° required that the participants severely bend their wrists. Because the display angles of many car navigation systems tends to be more than 75°, pinching gestures can cause severe fatigue on users' wrists. Furthermore, contrary to participants' evaluation of other gestures, several participants answered that the pinching gesture was not necessary when operating IVISs.It was found that the panning gesture is the only touch gesture that can be used without negative consequences when operating IVISs while driving. The flicking gesture is likely to be used if the screen moving speed is slower or if the car is in heavy traffic. However, the pinching gesture is not an appropriate method of operating IVISs while driving in the various scenarios examined in this study."
s0003687013002275,"IntroductionFloor layers have high rates of musculoskeletal disorders yet few studies have examined their work exposures. This study used observational methods to describe physical exposures within floor laying tasks.MethodsWe analyzed 45 videos from 32 floor layers using Multimedia-Video Task Analysis software to determine the time in task, forces, postures, and repetitive hand movements for installation of four common flooring materials. We used the WISHA checklists to define exposure thresholds.ResultsMost workers (91%) met the caution threshold for one or more exposures. Workers showed high exposures in multiple body parts with variability in exposures across tasks and for different materials. Prolonged exposures were seen for kneeling, poor neck and low back postures, and intermittent but frequent hand grip forces.ConclusionsFloor layers experience prolonged awkward postures and high force physical exposures in multiple body parts, which probably contribute to their high rates of musculoskeletal disorders."
s0003687013002287,"Workplace violence is a leading form of occupational injury and fatality, but has received little attention from the ergonomics research community. The paper reports findings from the 2012 New Zealand Workplace Violence Survey, and examines the workplace violence experience of 86 New Zealand organisations and the perceptions of occupational health and safety professionals from a systems perspective. Over 50% of respondents reported violence cases in their organisation, with perpetrators evenly split between co-workers and external sources such as patients. Highest reported levels of violence were observed for agriculture, forestry and construction sectors. Highest risk factor ratings were reported for interpersonal and organisational factors, notably interpersonal communication, time pressure and workloads, with lowest ratings for environmental factors. A range of violence prevention measures were reported, although most organisations relied on single control measures, suggesting unmanaged violence risks were common among the sample."
s0003687013002299,"Healthcare facilities are often complex and overwhelming for visitors, and wayfinding in healthcare facilities can be challenging. As there is an increasing number of global citizens who travel to seek medical care in another country, it is critical to make wayfinding easy for visitors who are not familiar with the language in a foreign country. Among many wayfinding aids, symbols are helpful for those visitors who have limited ability to understand written language. This study tested universal healthcare symbols in the United States, South Korea, and Turkey to compare the comprehension of symbols cross-country and identify predictors of the correct comprehension. To explore statistically significant relationships between symbol comprehension and countries, Pearson's Chi-square tests, logistic regression, and ANOVA were conducted. The test results showed that ten symbols among 14 tested have significant relationship with countries. Results of this study demonstrate that symbol comprehension can be varied significantly in different countries."
s0003687013002305,"This paper introduced a laboratory study on quantifying the impact of display angles 0.0°–90.0° on the legibility of Sans-Serif 5 × 5 Capitalized Letters C, D, E, F, H, K, N, P, R, U, V, and Z, commonly used for acuity tests. This study addressed three issues not tackled in the previous studies, including (a) extremely large incident angles 82.8°–90°, (b) multiple letters other than a single letter E previously used, and (c) the interference of people's normal reading habit on legibility evaluation. A total of 20 young college students with Snellen acuity 20/20 or better and normal color vision participated in this experiment. They were asked to read viewing materials presented at 15 display angles. This study derived two equations and modified an existing legibility index to correct the interference of people's normal reading habit on legibility evaluation at extreme oblique display angles."
s0003687013002329,"Many paramedics' work accidents are related to physical aspects of the job, and the most affected body part is the low back. This study documents the trunk motion exposure of paramedics on the job. Nine paramedics were observed over 12 shifts (120 h). Trunk postures were recorded with the computer-assisted CUELA measurement system worn on the back like a knapsack. Average duration of an emergency call was 23.5 min. Sagittal trunk flexion of >40° and twisting rotation of >24° were observed in 21% and 17% of time-sampled postures. Medical care on the scene (44% of total time) involved prolonged flexed and twisted postures (∼10 s). The highest extreme sagittal trunk flexion (63°) and twisting rotation (40°) were observed during lifting activities, which lasted 2% of the total time. Paramedics adopted trunk motions that may significantly increase the risk of low back disorders during medical care and patient-handling activities."
s0003687013002330,"This article presents a macroergonomic intervention in a Brazilian footwear company and its evaluation by the workers. Using participatory ergonomics, the traditional Taylor/Ford production system was transformed into a socio-technical one and tested by 100 volunteers working during 3.5 years in a pilot production line. Multiskilling and teamwork were the major changes promoted to enlarge and enrich work and make it more flexible. The workers' evaluation pre- and post-intervention showed an increase in overall satisfaction with the work and more commitment to the results and company targets.Statement of relevanceThis study showed that problems and solutions can be identified through participatory ergonomics, that it is easier to involve workers than the managerial staff, and that a macroergonomic intervention, mainly focusing on work organization, led to positive personnel, health and production outcomes, despite management’s resistance to changes."
s0003687013002342,"Two commonly used keypad arrangements are the telephone and calculator layouts. The purpose of this study was to determine if entering different types of numeric information was quicker and more accurate with the telephone or the calculator layout on a computer keyboard numeric keypad. Fifty-seven participants saw a 10-digit numeric stimulus to type with a computer number keypad as quickly and as accurately as possible. Stimuli were presented in either a numerical [1,234,567,890] or phone [(123) 456-7890] format. The results indicated that participants' memory of the layout for the arrangement of keys on a telephone was significantly better than the layout of a calculator. In addition, the results showed that participants were more accurate when entering stimuli using the calculator keypad layout. Critically, participants' response times showed an interaction of stimulus format and keypad layout: participants were specifically slowed when entering numeric stimuli using a telephone keypad layout. Responses made using the middle row of keys were faster and more accurate than responses using the top and bottom row of keys. Implications for keypad design and cell phone usage are discussed."
s0003687013002354,"The current research classified 82 vehicle icons into seven categories (image-related, concept-related, semi-abstract, arbitrary, abbreviation, word, and combined) for their matching accuracy, matching sequence, and matching time. These data can be compared and used as a framework for future icon development. Forty participants, all with a university degree, took part in this experiment. Half of the participants had intensive driving experience, while the other half never driven a car. The results indicated that on average, word icons had a significantly greater matching accuracy than the other icon formats; ranging from 4.7 to 20.8% difference. Regarding the matching sequence, participants matched image-related icons before other icon formats. Arbitrary and combined icons took significantly longer to match than other icon formats by 1.4–6.2 s. Based on the high matching accuracy (86.3%) and high ratings on subjective design features, word format can be used for functions describable using simple English for users with English reading ability. Confusion matrices showed that 63.2% of the misunderstandings were caused by similarity in format or function."
s0003687013002639,"Twisting and lateral bending motions in repetitive lifting tasks are associated with occupational low back injuries and can be challenging to reduce with engineering controls. This study tested the hypothesis that twisting and lateral bending can be reduced by changing the transfer distance. Eighteen males, with no material handling experience lifted 10.9 kg boxes from 0.9 m above the floor and placed the boxes at a destination located 0.50, 0.75, 1.00, 1.25, 1.50, or 1.75 m away and at heights of 0.5 m, 0.9 m, and 1.3 m above the floor. Overall, twisting and forward bending decreased with increased transfer distance when placing the box. Conversely, the lateral bending when lifting and placing the box increased with increasing transfer distance. In short, having a transfer distance between 1 and 1.25 m when performing palletizing tasks to different heights may optimally balance spine kinematics, back injury risk, and productivity measures."
s0003687013002640,"Most authors have provided diameter recommendations for cylindrical handle design in order to increase performance, avoid discomfort, and reduce the risk of cumulative trauma disorders. None of the studies has investigated the importance of determining the correct handle shape on the subjective comfort ratings, which could further improve the handles' ergonomics. Therefore, new methods based on a virtual hand model in its optimal power grasp posture have been developed in order to obtain customised handles with best fits for targeted subjects. Cylindrical and anatomically shaped handles were evaluated covering ten subjects by means of an extensive subjective comfort questionnaire. The results suggest large impact of the handle shape on the perceived subjective comfort ratings. Anatomically shaped handles were rated as being considerably more comfortable than cylindrical handles for almost all the subjective comfort predictors. They showed that handle shapes based on optimal power grasp postures can improve subjective comfort ratings, thus maximising performance. Future research should consider real conditions, since the comfort ratings can vary based on the specific task and by the tool selected for the task."
s0003687013002652,"Senior managers can have a strong influence on organisational safety. But little is known about which of their personal attributes support their impact on safety. In this paper, we introduce the concept of ‘safety intelligence’ as related to senior managers' ability to develop and enact safety policies and explore possible characteristics related to it in two studies. Study 1 (N = 76) involved direct reports to chief executive officers (CEOs) of European air traffic management (ATM) organisations, who completed a short questionnaire asking about characteristics and behaviours that are ideal for a CEO's influence on safety. Study 2 involved senior ATM managers (N = 9) in various positions in interviews concerning their day-to-day work on safety. Both studies indicated six attributes of senior managers as relevant for their safety intelligence, particularly, social competence and safety knowledge, followed by motivation, problem-solving, personality and interpersonal leadership skills. These results have recently been applied in guidance for safety management practices in a White Paper published by EUROCONTROL."
s0003687013002664,"The present study brings together for the first time the techniques of hierarchical task analysis (HTA), human error identification (HEI), and business process management (BPM) to select practices that can eliminate or reduce potential errors in a surgical setting. We applied the above approaches to the improvement of the patient positioning process for lumbar spine surgery referred to as ‘direct lateral interbody fusion’ (DLIF). Observations were conducted to gain knowledge on current DLIF positioning practices, and an HTA was constructed. Potential errors associated with the practices specific to DLIF patient positioning were identified. Based on literature review and expert views alternative practices are proposed aimed at improving the DLIF patient positioning process. To our knowledge, this is the first attempt to use BPM in association with HEI/HTA for the purpose of improving the performance and safety of a surgical process – with promising results."
s0003687013002676,"This paper examines the potential use of Kinect™ range sensor in observational methods for assessing postural loads. Range sensors can detect the position of the joints at high sampling rates without attaching sensors or markers directly to the subject under study. First, a computerized OWAS ergonomic assessment system was implemented to permit the data acquisition from Kinect™ and data processing in order to identify the risk level of each recorded postures. Output data were compared with the results provided by human observers, and were used to determine the influence of the sensor view angle relative to the worker. The tests show high inter-method agreement in the classification of risk categories (Proportion agreement index = 0.89 κ = 0.83) when the tracked subject is facing the sensor. The camera's point of view relative to the position of the tracked subject significantly affects the correct classification of the postures. Although the results are promising, some aspects involved in the use of low-cost range sensors should be further studied for their use in real environments."
s0003687013002688,"This study investigated the effects of a compressed working week with high cognitive and emotional work demands within the population of Dutch Helicopter Emergency Medical Service (HEMS) pilots. Work stressors were measured and levels of well-being were examined before, during and after a series of day and night shifts. Results revealed that (i) the start of a series of day shifts was more taxing for well-being than the start of a series of night shifts, (ii) there were no differences in the decrease in well-being during day and night shifts, (iii) distress during shifts was more strongly related to a decrease in well-being during night than during day shifts and (iv) it took HEMS pilots more time to recover from a series of night shifts than from a series of day shifts. It is concluded that HEMS pilots should not start earlier during day shifts, nor have longer series of night shifts."
s0003687013002718,IntroductionBack problems are a major occupational health issue for prehospital emergency care professionals. The goals of this article are to: 1) provide descriptive data about the prevalence and the severity of lower back and upper back disorders in EMTs and paramedics; 2) identify some individual and collective strategies used by EMTs and paramedics to protect their health as they perform prehospital emergency missions; 3) assess the possible effectiveness of strategies in preventing back problems by exploring associations between the use of strategies and the presence and severity of symptoms.Material and methodsThe method includes a questionnaire survey (sample n = 334; paramedics and emergency medical technicians) and ergonomics work practice analysis involving shadowing ambulance crews in 12 medical emergency services (over 400 h).ResultsA majority of ambulance professionals had experienced back pain in the twelve-month period before the survey. Work practice analysis revealed strategies and tricks of the trade used by ambulance professionals to reduce the chances of back strain while working. Multiple regression analyses showed that self-reported use of such strategies was associated with fewer back symptoms.ConclusionsPreventive strategies should be integrated into specialised training programs for prehospital medical emergency professionals. This approach could also be used in other work settings.
s000368701300272x,"The aims of this study were 1) to evaluate the current pilot test method and ascertain reliable measurements for a standard test method of mobility with personal protective equipment (PPE), such as physical performance and balance ability tests; 2) to compare two participant groups (firefighters versus non-firefighters) and to investigate whether non-firefighters are appropriate as a standard participant group in the field of PPE or not. Totally, 18 participants (nine professional firefighters and nine untrained males) performed the current pilot test method consisting of a balance test, completed prior to and after a performance test. Significant differences were found between PPE conditions and CON (the control clothing ensemble: T-shirt, shorts, and running shoes) for the functional balance test, physical performance test, heart rate, and subjective evaluations in firefighters group. Therefore, the present pilot test method is valid as a standard test method for assessing mobility while wearing PPE. Moreover, the present result shows that firefighters are more reliable than non-firefighters in testing of PPE with current test methods."
s0003687013002731,"This paper focuses on the effects of the free pedal position adjustment on clutching movements of the left lower limb as well as on the perceived discomfort. Six automotive clutch pedal configurations were tested by 20 subjects (5 young females, 5 young males, 5 older females, 5 older males) using a multi-adjustable experimental mock-up. Results showed that the pedal position was adjusted to ensure a good starting pedal position allowing a less flexed ankle and avoiding unnecessary leg displacement from the foot rest to the position at start depression. Pedal position adjustment seemed not motivated by reducing joint torque though discomfort ratings were found significantly correlated with knee and ankle torques at the end of depression. The present work also illustrates that the less-constrained motion concept is helpful for a better understanding of people preference and useful for identifying motion-related biomechanical parameters to be considered for defining assessment criteria."
s0003687014000027,"The aim of this study was to evaluate current daily practice of aerobic capacity testing in Belgian fire fighters. The impact of personal and test-related parameters on the outcome has been evaluated.Maximal oxygen uptake (VO2 max) results of 605 male fire fighters gathered between 1999 and 2010 were analysed. The maximal cardio respiratory exercise tests were performed at 22 different centres using different types of tests (tread mill or bicycle), different exercise protocols and measuring equipment.Mean VO2 max was 43.3 (SD = 9.8) ml/kg.min. Besides waist circumference and age, the type of test, the degree of performance of the test and the test centre were statistically significant determinants of maximal oxygen uptake.Test-related parameters have to be taken into account when interpreting and comparing maximal oxygen uptake tests of fire fighters. It highlights the need for standardization of aerobic capacity testing in the medical evaluation of fire fighters."
s0003687014000039,"The aim of this study was to quantify cardiac, energetic and subjective strains during manual wheelchair (MWC) travel on cross slopes (Cs). 25 paraplegics achieved eight 300 m propulsion tests combining 4 Cs (0, 2, 8 and 12%) and 2 velocities (Vi = 0.97 m s−1, Vc “comfortable”). Heart rate and oxygen uptake were recorded continuously. Subjective rating (RPE) was made on completion of each test. Vc exceeds Vi for all Cs. Cardiac and energetic strains at Vc also exceed those at Vi (p < 0.01). Mean cardiac cost (in bpm) at Vc is 34 (SD = 13) bpm for a 0/2% Cs and 55 (18) bpm for a 12% Cs. Mean energetic cost (in J m−1 kg−1) is 1.20 (0.38) and 2.76 (0.97) for respectively 0/2% and 12% Cs at Vi and, at Vc 1.50 (0.43) and 3.37 (1.43) for 0/2% and 12% Cs respectively. Subjective rating was considered as moderate for a 12% Cs. MWC users with high level injuries travel faster as those with low level injuries. Strain increase is linear for Cs from 0% to 12%. The results suggest that 2% Cs is generally acceptable, while 8% would be a critical threshold."
s0003687014000040,"A total of 58 healthy subjects participated to elucidate the influence of indoor and outdoor temperatures on blood flow. After walking outdoors for 20 min, the blood flow rate of a subject was measured. The subject then entered a classroom and studied for 120 min, and afterwards, the blood flow rate was measured again. The subjects were exposed to outdoor temperature ranging from −2.5 to 33.7 °C. During the summer, the average blood flow rate after walking outdoors was 45.95 ± 25.790 TPU (tissue perfusion units); after the class, this decreased to 36.14 ± 21.837 TPU (p < 0.05). During the autumn, the blood flow rate decreased from 27.69 ± 12.334 TPU to 12.47 ± 12.255 TPU (p < 0.001). When the outside air temperature was below 3 °C, the blood flow rate indoors increased significantly from 6.74 ± 3.540 TPU to 13.95 ± 11.522 TPU (p < 0.05). In a comfortable and healthy environment, the blood flow rate was not constant but fluctuated between 15 TPU and 40 TPU."
s0003687014000052,"Microclimatic conditions were recorded in an Italian school and Fanger's indexes PMV and PPD were calculated under different conditions. Students' sensations were investigated four times by means of two surveys, one related to actual microclimatic conditions and one on overall satisfaction, interaction occupant-building and reactions to discomfort. Pupils' classroom position was considered to look for possible influence on thermal comfort: a difference emerged from PMV and the survey, but the results obtained from the two approaches differ for both the entity of discomfort and its distribution within each classroom. Innovative multivariate nonparametric statistical techniques were applied to compare and rank the classrooms in accordance with students' subjective perceptions; a global ranking has been also calculated, considering thermal and visual comfort and air quality. Comparing pupil-sensation-based ranking with environmental parameters no clear correspondence was found, except for mid-season, where PMV, CO2 concentration and desk illuminance were similar in all the classrooms."
s0003687014000064,"The aims of this study were to test the effects of two pressure relief insoles developed for backpackers and obese people on the ground reaction forces (GRF) and plantar pressure peaks during gait; and to compare the GRF and plantar pressures among normal-weight, backpackers, and obese participants. Based on GRF, plantar pressures, and finite element analysis two insoles were manufactured: flat cork-based insole with (i) corkgel in the rearfoot and forefoot (SLS1) and with (ii) poron foam in the great toe and lateral forefoot (SLS2). Gait data were recorded from 21 normal-weight/backpackers and 10 obese participants. The SLS1 did not influence the GRF, but it relieved the pressure peaks for both backpackers and obese participants. In SLS2 the load acceptance GRF peak was lower; however, it did not reduce the plantar pressure peaks. The GRF and plantar pressure gait pattern were different among the normal-weight, backpackers and obese participants."
s0003687014000155,"The aim of the present study was to assess the acute low back load of cabin attendants during cart handling and to identify working situations which present the highest strain on the worker. In a setup, 17 cabin attendants (ten females and seven males) pushed, pulled and turned a 20 kg standard meal cart (L: 0.5 m × W: 0.3 m × H: 0.92 m) loaded with extra 20 kg and 40 kg, respectively on two different surfaces (carpet and linoleum) and at three floor inclinations (−2°, 0° and +2°). Two force transducers were mounted as handles. Two-dimensional movement analysis was performed and a 4D WATBAK modelling tool was used to calculate the acute L4–L5 load.No working situations created loads greater than the accepted values for single exertions, however compression and anterior/posterior shear forces during pulling and turning were much higher when compared with pushing. There were significant effects of handling the cart on different floor types, at the varying inclinations and with different cart weights. Additionally, when external forces were reduced, the cabin attendants did not decrease push/pull force proportionally and thus the L4–L5 load did not decrease as much as expected."
s0003687014000167,"Given enough time and use, all designs will fail. There are no fail-free designs. This is especially true when it comes to automotive seating comfort where the characteristics and preferences of individual customers are many and varied. To address this problem, individuals charged with automotive seating comfort development have, traditionally, relied on iterative and, as a result, expensive build-test cycles. Cost pressures being placed on today's vehicle manufacturers have necessitated the search for more efficient alternatives. This contribution aims to fill this need by proposing the application of an analytical technique common to engineering circles (but new to seating comfort development), namely Design Failure Mode and Effects Analysis (DFMEA). An example is offered to describe how development teams can use this systematic and disciplined approach to highlight potential seating comfort failure modes, reduce their risk, and bring capable designs to life."
s0003687014000180,"sA balance between portability and usability made the 10.1″ diagonal screens popular in the Mobile PC market (e.g., 10.1″ mini-notebooks/netbooks, convertible/hybrid ultraportables); yet no academic research rationalizes this phenomenon. This study investigated the size effects of display and input devices of 4 mini-notebooks (netbooks) ranged in size on their performances in 2 simple and 3 complex applied tasks. It seemed that the closer the display and/or input devices (touchpad/touchscreen/keyboard) sizes to those sizes of a generic notebook, the shorter the operation times (there was no certain phenomenon for the error rates). With non-significant differences, the 10.1″ and 8.9″ mini-notebooks (netbooks) were as fast as the 11.6″ one in almost all the tasks, except for the 8.9″ one in the typing tasks. The 11.6″ mini-notebook (netbook) was most preferred; while the difference in the satisfactions was not significant between the 10.1″ and 11.6″ ones but between the 7″ and 11.6″ ones."
s0003687014000210,"The mismatch between students and school furniture is likely to result in a number of negative effects, such as uncomfortable body posture, pain, and ultimately, it may also affect the learning process. This study's main aim is to review the literature describing the criteria equations for defining the mismatch between students and school furniture, to apply these equations to a specific sample and, based on the results, to propose a methodology to evaluate school furniture suitability. The literature review comprises one publications database, which was used to identify the studies carried out in the field of the abovementioned mismatch. The sample used for testing the different equations was composed of 2261 volunteer subjects from 14 schools. Fifteen studies were found to meet the criteria of this review and 21 equations to test 6 furniture dimensions were identified. Regarding seat height, there are considerable differences between the two most frequently used equations. Although seat to desk clearance was evaluated by knee height, this condition seems to be based on the false assumption that students are sitting on a chair with a proper seat height. Finally, the proposed methodology for suitability evaluation of school furniture should allow for a more reliable analysis of school furniture."
s0003687014000222,"Driver fatigue is an important contributor to road accidents. This paper reports a study that evaluated driver fatigue using multimodal fatigue measures, i.e., surface electromyography (sEMG), electroencephalography (EEG), seat interface pressure, blood pressure, heart rate and oxygen saturation level. Twenty male participants volunteered in this study by performing 60 min of driving on a static simulator. Results from sEMG showed significant physical fatigue (ρ < 0.05) in back and shoulder muscle groups. EEG showed significant (ρ < 0.05) increase of alpha and theta activities and a significant decrease of beta activity during monotonous driving. Results also showed significant change in bilateral pressure distribution on thigh and buttocks region during the study. These findings demonstrate the use of multimodal measures to assess early onset of fatigue. This will help us understand the influence of physical and mental fatigue on driver during monotonous driving."
s0003687014000234,"The task of wall painting produces considerable risk to the workers, both male and female, primarily in the development of upper extremity musculoskeletal disorders. Insufficient information is currently available regarding the potential benefits of using different paint roller designs or the possible adverse effects of painting at different work heights. The aim of this study was to investigate the influence of gender, work height, and paint tool design on shoulder muscle activity and exerted forces during wall painting. Ten young adults, five male and five female, were recruited to perform simulated wall painting at three different work heights with three different paint roller designs while upper extremity muscle activity and horizontal push force were recorded. Results demonstrated that for female participants, significantly greater total average (p = 0.007) and integrated (p = 0.047) muscle activity was present while using the conventional and curly flex paint roller designs compared to the proposed design in which the load was distributed between both hands. Additionally, for both genders, the high working height imposed greater muscular demands compared to middle and low heights. These findings suggest that, if possible, avoid painting at extreme heights (low or high) and that for female painters, consider a roller that requires the use of two hands; this will reduce fatigue onset and subsequently mitigate potential musculoskeletal shoulder injury risks."
s0003687014000258,"Home care workers are a priority population for ergonomic assessment and intervention, but research on caregivers' exposures to hazards is limited. The current project evaluated the reliability and validity of an ergonomic self-assessment tool called Home Care STAT (Safety Task Assessment Tool). Participants (N = 23) completed a background survey followed by 10–14 days of self-monitoring with the STAT. Results showed that the most frequent task was house cleaning, and that participants regularly performed dangerous manual client moving and transferring tasks. Researcher in-home observations of 14 workers (duration ≤2 h) demonstrated that workers' self-assessments were moderately reliable. Correlational and multi-level analyses of daily self-assessment data revealed that several task exposures were significantly related to daily fatigue and/or pain. Other associations have implications for Total Worker Health™; for example, daily stress was positively associated with both pain and consumption of high calorie snacks. Findings support the STAT as a reliable and potentially valid tool for measuring home care workers' exposures to physically demanding tasks."
s000368701400026x,"This paper investigates the effectiveness of providing interruption recovery assistance in the form of an interactive visual timeline of historical events on a peripheral display in support of team supervision in time-critical settings. As interruptions can have detrimental effects on task performance, particularly in time-critical work environments, there is growing interest in the design of tools to assist people in resuming their pre-interruption activity. A user study was conducted to evaluate the use of an interactive event timeline that provides assistance to human supervisors in time-critical settings. The study was conducted in an experimental platform that emulated a team of operators and a mission commander performing a time-critical unmanned aerial vehicle (UAV) mission. The study results showed that providing interruption assistance enabled people to recover from interruptions faster and more accurately. These results have implications for interface design that could be adopted in similar time-critical environments such as air-traffic control, process control, and first responders."
s0003687014000271,"This study examined body posture, subjective discomfort, and stability, requiring the participants to ride a stationary bicycle for 20 min (cadence: 60 rpm; workrate: 120 W), using various combinations of two handle heights and five seat-protruding node lengths (PNLs). The results indicated that bicycle handle height significantly influenced body posture, and that seat PNL caused differences in the riders' subjective discomfort and stability scores. The various PNLs affected only the trunk angle (approximately 6°), but had significantly positive (r = 0.994, p < .005) and negative (r = −0.914, p < .05) correlations with the subjective discomfort rating for perineum and ischial tuberosity, respectively. When the participants were seated at PNL = 0 or 3 cm, cycling using dropped handles was less stable compared with using straight handles; however, the handle height did not affect the cycling stability when the PNL was ≥6 cm. The results suggest that a 6-cm PNL is the optimal reference for bicycle seat designs."
